Unnamed: 0,text,yoga,therapy,workout,Processed_tweet
1054,"moti̡vational speech. 😊

#swingtrading #kosovo #art #bnb #ftx #mentalhealth #iot #happybirthdaytaylor 

https://t.co/0RNNjvnL5X",0,0,0,moti̡vational speech. 😊 #swingtrading #kosovo #art #bnb #ftx #iot #happybirthdaytaylor https://t.co/0RNNjvnL5X
1055,"#Reading 
Daydreaming’s dark side: the compulsive, complex fantasy disorder that dominates some people’s daily live… https://t.co/8KzRF5ZPLl",0,0,0,"#Reading Daydreaming’s dark side: compulsive, complex fantasy disorder dominates people’s daily live… https://t.co/8KzRF5ZPLl"
1056,"#TuesdayQuoteDay 
#Winnipeg #Manitoba 
#MentalHealthAwareness
#MentalHealthMatters  
#mentalhealth 
#EndTheStigma… https://t.co/QolhZmYK3P",0,0,0,#TuesdayQuoteDay #Winnipeg #Manitoba #MentalHealthAwareness #MentalHealthMatters #EndTheStigma… https://t.co/QolhZmYK3P
1057,RT @lee1982avfc: Got my new @MindBodySoleUK hat back off the Mrs for the cold 🥶 early start tomorrow morning. #Mentalhealth #MentalHealthAw…,0,0,0,@lee1982avfc: Got new @MindBodySoleUK hat back Mrs cold 🥶 early start tomorrow morning. #Mentalhealth #MentalHealthAw…
1058,"@MHankinsMD says... ""Our emotions are messengers. Most often, they are short-hand communications for our thoughts.… https://t.co/WqW7lZz0fx",0,0,0,"@MHankinsMD says... ""Our emotion messengers. Most often, short-hand communication thoughts.… https://t.co/WqW7lZz0fx"
1059,RT @melanieabas: Dr Lade Smith is an outstanding #psychiatrist who has demonstrated over a 30-year career relentless advocacy for those liv…,0,0,0,@melanieabas: Dr Lade Smith outstanding #psychiatrist demonstrated 30-year career relentless advocacy liv…
1060,RT @MindshiftHub_: Our world is full of different things that can prevent us from being productive if we do not consider effectual emotiona…,0,0,0,@MindshiftHub_: Our world full different thing prevent u productive consider effectual emotiona…
1061,RT @William91691687: Children &amp; #youth with Fetal Alcohol Spectrum Disorder (#FASD) experience a range of  vulnerabilities increasing  the…,0,0,0,@William91691687: Children &amp; #youth Fetal Alcohol Spectrum Disorder (#FASD) experience range vulnerability increasing the…
1062,Got my new @MindBodySoleUK hat back off the Mrs for the cold 🥶 early start tomorrow morning. #Mentalhealth… https://t.co/z52WrifSXO,0,0,0,Got new @MindBodySoleUK hat back Mrs cold 🥶 early start tomorrow morning. #Mentalhealth… https://t.co/z52WrifSXO
1063,RT @ros_tinkler: 💜 #Fibromyalgia #MECFS #Spoonies #ChronicPain #MentalHealth #Disability #InvisibleIllness #FibromyalgiaAwareness https://t…,0,0,0,@ros_tinkler: 💜 #Fibromyalgia #MECFS #Spoonies #ChronicPain #MentalHealth #Disability #InvisibleIllness #FibromyalgiaAwareness https://t…
1064,this. #p2 #Health #HealthyLiving #Mentalhealth #MentalHealthMatters #MentalHealthAwareness https://t.co/Ddy97eRQpK,0,0,0,this. #p2 #Health #HealthyLiving #Mentalhealth #MentalHealthMatters #MentalHealthAwareness https://t.co/Ddy97eRQpK
1065,Also I may not be streaming tonight. Therapy breakthrough made me cry n Idk if I'm really in a spot to talk to peop… https://t.co/pWRIZndeOi,0,1,0,Also I may streaming tonight. Therapy breakthrough made cry n Idk I'm really spot talk peop… https://t.co/pWRIZndeOi
1066,"RT @speedomick: I appreciate the concern people but a bit of extreme weather never bothered me 🤣🥶✌️

We've raised £800K over 7yrs... can we…",0,0,0,@speedomick: I appreciate concern people bit extreme weather never bothered 🤣🥶✌️ We've raised £800K 7yrs... we…
1067,"'Disrupted some things, deepened our commitment to #equality in #mentalhealth , raised our profile in this digital… https://t.co/JdJ0K9U0X8",0,0,0,"'Disrupted things, deepened commitment #equality , raised profile digital… https://t.co/JdJ0K9U0X8"
1068,"RT @LEAD_Coalition: Please re-Tweet these #brain benefits of #exercise

(image: @BelievePHQ) #fitness #mentalhealth #wellness https://t.co/…",0,0,1,@LEAD_Coalition: Please re-Tweet #brain benefit #exercise (image: @BelievePHQ) #fitness #wellness https://t.co/…
1069,"Sometimes it’s nice to just take a walk alone when no one is around. 

#mentalhealth #NaturePositive #mindandbody… https://t.co/Qg5jTFAUn5",0,0,0,Sometimes it’s nice take walk alone one around. #NaturePositive #mindandbody… https://t.co/Qg5jTFAUn5
1070,"RT @speedomick: I appreciate the concern people but a bit of extreme weather never bothered me 🤣🥶✌️

We've raised £800K over 7yrs... can we…",0,0,0,@speedomick: I appreciate concern people bit extreme weather never bothered 🤣🥶✌️ We've raised £800K 7yrs... we…
1071,RT @SmartchoiceList: Amazing books to read! 10 Best Books to Read in #India - Buyer's Guide #healthbooks #health #books #healthylifestyle #…,0,0,0,@SmartchoiceList: Amazing book read! 10 Best Books Read #India - Buyer's Guide #healthbooks #health #books #healthylifestyle #…
1072,"RT @LEAD_Coalition: Please re-Tweet if you agree: #caregiving depends on continually developing your ability to compassionately observe, li…",0,0,0,"@LEAD_Coalition: Please re-Tweet agree: #caregiving depends continually developing ability compassionately observe, li…"
1073,"RT @MeHeLP6: Numerous researchers have recently stated that there is a silent crisis in men’s mental health.
Their struggles are real &amp; the…",0,0,0,@MeHeLP6: Numerous researcher recently stated silent crisis men’s mental health. Their struggle real &amp; the…
1074,"RT @drgregwells: Your 1% Focus Effect Tip for the day.

@HdsbWellness @HaltonDSB
#thefocuseffect #mentalhealth #wellness #wellbeing https:/…",0,0,0,@drgregwells: Your 1% Focus Effect Tip day. @HdsbWellness @HaltonDSB #thefocuseffect #wellness #wellbeing https:/…
1075,"RT @Peer_Guidance: TOMORROW!!!!! is the Community Now Magazine 5th annual mental health summit? 

I HAVE 1 MORE TICKET TO GIVE AWAY

Get yo…",0,0,0,@Peer_Guidance: TOMORROW!!!!! Community Now Magazine 5th annual mental health summit? I HAVE 1 MORE TICKET TO GIVE AWAY Get yo…
1076,"RT @Peer_Guidance: TOMORROW!!!!! is the Community Now Magazine 5th annual mental health summit? 

I HAVE 1 MORE TICKET TO GIVE AWAY

Get yo…",0,0,0,@Peer_Guidance: TOMORROW!!!!! Community Now Magazine 5th annual mental health summit? I HAVE 1 MORE TICKET TO GIVE AWAY Get yo…
1077,RT @MindshiftHub_: Our world is full of different things that can prevent us from being productive if we do not consider effectual emotiona…,0,0,0,@MindshiftHub_: Our world full different thing prevent u productive consider effectual emotiona…
1078,"RT @KariJoys: Let's #Pray for more #Love, less Hate in the world. 

#JoyTrain #Joy #Kindness #MentalHealth #Mindfulness #GoldenHearts #IAM…",0,0,0,"@KariJoys: Let's #Pray #Love, le Hate world. #JoyTrain #Joy #Kindness #MentalHealth #Mindfulness #GoldenHearts #IAM…"
1079,"Evidence is growing that mental illness is more than dysfunction, with enormous implications for treatment

'Depres… https://t.co/c6MiHWyJRT",0,0,0,"Evidence growing mental illness dysfunction, enormous implication treatment 'Depres… https://t.co/c6MiHWyJRT"
1080,"RT @orfonline: #Climatechange affects both physical &amp; #mentalhealth. In the second of a four-part series, Shahid Jameel analyses the impact…",0,0,0,"@orfonline: #Climatechange affect physical &amp; #mentalhealth. In second four-part series, Shahid Jameel analysis impact…"
1081,How To Meditate Daily #VIDEO How to meditate daily without spending too much time and in a simple way. #Meditation… https://t.co/ZOFK5bf0Ej,1,0,0,How To Meditate Daily #VIDEO How meditate daily without spending much time simple way. #Meditation… https://t.co/ZOFK5bf0Ej
1082,"RT @PetalsofSupport: New Tuesday Episode in under 20 minutes 

Holiday Jerks

You never know what others are going through

#podcast #advic…",0,0,0,@PetalsofSupport: New Tuesday Episode 20 minute Holiday Jerks You never know others going #podcast #advic…
1083,RT @cflashman: OrchaHealth: US Employers: Improve staff productivity and retention with digital health tools💻 Learn more: https://t.co/ncnn…,0,0,0,@cflashman: OrchaHealth: US Employers: Improve staff productivity retention digital health tools💻 Learn more: https://t.co/ncnn…
1084,@StephenKing Good Q. ☺️ Whether an e-book collection is a real book collection is a good metaphor for thinking abou… https://t.co/lv2WEHHrN2,0,0,0,@StephenKing Good Q. ☺️ Whether e-book collection real book collection good metaphor thinking abou… https://t.co/lv2WEHHrN2
1085,"RT @Eli_Krumova: 🧠 Happy #WorldMentalHealthDay #Twitter Friends!

👀 .@who #mentalwellbeing resources:
https://t.co/egH43J0Y4b

v/@UN
#menta…",0,0,0,@Eli_Krumova: 🧠 Happy #WorldMentalHealthDay #Twitter Friends! 👀 .@who #mentalwellbeing resources: https://t.co/egH43J0Y4b v/@UN #menta…
1086,"RT @LEAD_Coalition: #Depression and #dementia may be treatable using eye stimulation therapy https://t.co/5h3QjBKcdk by @scmpnews 

#mental…",0,1,0,@LEAD_Coalition: #Depression #dementia may treatable using eye stimulation therapy https://t.co/5h3QjBKcdk @scmpnews #mental…
1087,"RT @MeHeLP6: Numerous researchers have recently stated that there is a silent crisis in men’s mental health.
Their struggles are real &amp; the…",0,0,0,@MeHeLP6: Numerous researcher recently stated silent crisis men’s mental health. Their struggle real &amp; the…
1088,"RT @LEAD_Coalition: Please re-Tweet these #brain benefits of #exercise

(image: @BelievePHQ) #fitness #mentalhealth #wellness https://t.co/…",0,0,1,@LEAD_Coalition: Please re-Tweet #brain benefit #exercise (image: @BelievePHQ) #fitness #wellness https://t.co/…
1089,"1 year ago I sadly found this to be true &amp; had to start over…. Although I felt I let my mum down, I’m in a much bet… https://t.co/WbDVqaSVxh",0,0,0,"1 year ago I sadly found true &amp; start over…. Although I felt I let mum down, I’m much bet… https://t.co/WbDVqaSVxh"
1090,RT @NCANetwork: 🧠 New resources and guidance are available for instructors keen to help students with #mentalhealth issues (via @insidehigh…,0,0,0,@NCANetwork: 🧠 New resource guidance available instructor keen help student issue (via @insidehigh…
1091,"RT @CAC_ACE: The CAC is thrilled to announce their new #Mentalhealth and #Sport project to increase #mentalhealthliteracy amongst coaches,…",0,0,0,"@CAC_ACE: The CAC thrilled announce new #Mentalhealth #Sport project increase #mentalhealthliteracy amongst coaches,…"
1092,"RT @LEAD_Coalition: Sometimes, the only predictable part of caring for a person with #dementia is the unpredictability.

#Alzheimers #menta…",0,0,0,"@LEAD_Coalition: Sometimes, predictable part caring person #dementia unpredictability. #Alzheimers #menta…"
1093,RT @MicrodoseHQ: Johns Hopkins Medicine researchers continue their exploration into psychedelics and how these drugs may produce a wide ran…,0,0,0,@MicrodoseHQ: Johns Hopkins Medicine researcher continue exploration psychedelics drug may produce wide ran…
1094,What brings you joy? The most helpful thing you can do for yourself and those around you: put yourself in a great m… https://t.co/w3ZYXbMr4m,0,0,0,What brings joy? The helpful thing around you: put great m… https://t.co/w3ZYXbMr4m
1095,"Expat Guilt. You are NOT alone!
- Is it holding you back from making your dream move?
- Is it stopping you enjoying… https://t.co/icSJpBSJLg",0,0,0,Expat Guilt. You NOT alone! - Is holding back making dream move? - Is stopping enjoying… https://t.co/icSJpBSJLg
1096,RT @KernowDamo: What kind of person listens to an interview where someone's circumstances have gone so far beyond their control thst their…,0,0,0,@KernowDamo: What kind person listens interview someone's circumstance gone far beyond control thst their…
1097,"Your 1% Focus Effect Tip for the day.

@HdsbWellness @HaltonDSB
#thefocuseffect #mentalhealth #wellness #wellbeing https://t.co/vOj9UCG8ue",0,0,0,Your 1% Focus Effect Tip day. @HdsbWellness @HaltonDSB #thefocuseffect #wellness #wellbeing https://t.co/vOj9UCG8ue
1098,RT @KernowDamo: What kind of person listens to an interview where someone's circumstances have gone so far beyond their control thst their…,0,0,0,@KernowDamo: What kind person listens interview someone's circumstance gone far beyond control thst their…
1099,"Are you a caretaker for someone living with Mental illness? Join our weekly virtual support group. To learn more, c… https://t.co/d8HK3RMnAC",0,0,0,"Are caretaker someone living Mental illness? Join weekly virtual support group. To learn more, c… https://t.co/d8HK3RMnAC"
1100,RT @BruceVH: Please take care of YOU! Prioritize your emotional and physical health ahead of the needs and wants of others. You cannot adeq…,0,0,0,@BruceVH: Please take care YOU! Prioritize emotional physical health ahead need want others. You cannot adeq…
1101,"NightOWLS is for every child or young person, including neuro-diverse people, who are experiencing a mental health… https://t.co/fEJcemQ855",0,0,0,"NightOWLS every child young person, including neuro-diverse people, experiencing mental health… https://t.co/fEJcemQ855"
1102,"Every year, Mental Health Association Oklahoma helps thousands of Oklahomans by providing #mentalhealth services an… https://t.co/8TUFtSpzqr",0,0,0,"Every year, Mental Health Association Oklahoma help thousand Oklahomans providing service an… https://t.co/8TUFtSpzqr"
1103,"Mindful tips for coping with seasonal depression 
-
-
-
-
#mentalhealth #anxiety #depression #concussion #aging… https://t.co/TwgKJREE9R",0,0,0,Mindful tip coping seasonal depression - - - - #anxiety #depression #concussion #aging… https://t.co/TwgKJREE9R
1104,Having an extra stream and booting up #finalfantasycrisiscore tonight at 8PM ET! Join us as we embark on this reima… https://t.co/2eFPF9350s,0,0,0,Having extra stream booting #finalfantasycrisiscore tonight 8PM ET! Join u embark reima… https://t.co/2eFPF9350s
1105,At Uncornered we work with our students and staff to promote positive #MentalHealth and encourage conversations aro… https://t.co/VLCIzqjzZL,0,0,0,At Uncornered work student staff promote positive #MentalHealth encourage conversation aro… https://t.co/VLCIzqjzZL
1106,"What is ADHD? How does it affect daily life? Learn more here:  https://t.co/5wMeaevJue

 #MentalHealth #ADHD… https://t.co/xAvK4f3uvo",0,0,0,What ADHD? How affect daily life? Learn here: https://t.co/5wMeaevJue #MentalHealth #ADHD… https://t.co/xAvK4f3uvo
1107,"What's your score? Share in the comments below!

#stress #anxiety #mentalhealth #depression #stressrelief #selfcare… https://t.co/i7DazHYG0u",0,0,0,What's score? Share comment below! #stress #anxiety #depression #stressrelief #selfcare… https://t.co/i7DazHYG0u
1108,"To calm anxiety, researchers find meditation as effective as Lexapro : Shots - Health News : NPR… https://t.co/XARxiktYdf",1,0,0,"To calm anxiety, researcher find meditation effective Lexapro : Shots - Health News : NPR… https://t.co/XARxiktYdf"
1109,"Regarding #NYC’s plan to keep mentally ill from languishing in public: no simple decision, says Prof. Joel Akande I… https://t.co/9GxVTfzPIn",0,0,0,"Regarding #NYC’s plan keep mentally ill languishing public: simple decision, say Prof. Joel Akande I… https://t.co/9GxVTfzPIn"
1110,Donating securities to AMP is a great way to maximize the value of your donation and avoid fees. To make sure you g… https://t.co/u7hqVDouik,0,0,0,Donating security AMP great way maximize value donation avoid fees. To make sure g… https://t.co/u7hqVDouik
1111,"RT @UCSFChildrens: OCD, a #MentalHealth disorder involving recurrent, unwanted thoughts &amp; behaviors, is linked to excessive screen time in…",0,0,0,"@UCSFChildrens: OCD, #MentalHealth disorder involving recurrent, unwanted thought &amp; behaviors, linked excessive screen time in…"
1112,16 graduating SON students are set to make history this semester.  Hear how this class is setting a new standard fo… https://t.co/ljoRTtYRFT,0,0,0,16 graduating SON student set make history semester. Hear class setting new standard fo… https://t.co/ljoRTtYRFT
1113,"You Are Not a #Burden When You Have #Schizophrenia | https://t.co/GyUU3iRwn9
--
#schizoaffectivedisorder… https://t.co/Ol893xhna7",0,0,0,You Are Not #Burden When You Have #Schizophrenia | https://t.co/GyUU3iRwn9 -- #schizoaffectivedisorder… https://t.co/Ol893xhna7
1114,#NYC #Psychotherapy Blog: What is Emotional Validation and Why Is It Such a Powerful Relationship Skill?… https://t.co/09Ix2PT6IJ,0,1,0,#NYC #Psychotherapy Blog: What Emotional Validation Why Is It Such Powerful Relationship Skill?… https://t.co/09Ix2PT6IJ
1115,Johns Hopkins Medicine researchers continue their exploration into psychedelics and how these drugs may produce a w… https://t.co/tSpU0rrb0n,0,0,0,Johns Hopkins Medicine researcher continue exploration psychedelics drug may produce w… https://t.co/tSpU0rrb0n
1116,I can’t fix it. There simply is no future of any possible friendship now because I messed it up. Click here to view… https://t.co/deijklOvDb,0,0,0,I can’t fix it. There simply future possible friendship I messed up. Click view… https://t.co/deijklOvDb
1117,"In the comments tell us about a time when you kept trying and finally succeeded!
#mentalhealth #helpguide",0,0,0,In comment tell u time kept trying finally succeeded! #helpguide
1118,"RT @KariJoys: Always #BeKind! 

#JoyTrain #Joy #Love #Kindness #IDWP #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #ChooseLove #Quot…",0,0,0,@KariJoys: Always #BeKind! #JoyTrain #Joy #Love #Kindness #IDWP #IQRTG #MentalHealth #Mindfulness #GoldenHearts #IAM #ChooseLove #Quot…
1119,"""Don't grab hurtful comments and pull them close to you by rereading them and ruminating on them. 
Let what's unpro… https://t.co/JeUN2Y3FVP",0,0,0,"""Don't grab hurtful comment pull close rereading ruminating them. Let what's unpro… https://t.co/JeUN2Y3FVP"
1120,"RT @KariJoys: Focus on World #Peace #Kindness #Transformation &amp; #Compassion! 

#JoyTrain #Joy #Love #IDWP #GoldenHearts #IAM #Blessed #Ment…",0,0,0,@KariJoys: Focus World #Peace #Kindness #Transformation &amp; #Compassion! #JoyTrain #Joy #Love #IDWP #GoldenHearts #IAM #Blessed #Ment…
1121,"So the fact that ppl look at you funny if you talk about #mentalhealth or #mentalillness?
Kinda blows my mind and… https://t.co/PHfFdWOFpV",0,0,0,So fact ppl look funny talk #mentalillness? Kinda blow mind and… https://t.co/PHfFdWOFpV
1122,RT @KernowDamo: What kind of person listens to an interview where someone's circumstances have gone so far beyond their control thst their…,0,0,0,@KernowDamo: What kind person listens interview someone's circumstance gone far beyond control thst their…
1123,RT @ONTSpecialNeeds: Tips for healthy head space. #mentalhealth https://t.co/oe8BapMPjH,0,0,0,@ONTSpecialNeeds: Tips healthy head space. https://t.co/oe8BapMPjH
1124,"RT @LEAD_Coalition: Sometimes, the only predictable part of caring for a person with #dementia is the unpredictability.

#Alzheimers #menta…",0,0,0,"@LEAD_Coalition: Sometimes, predictable part caring person #dementia unpredictability. #Alzheimers #menta…"
1125,"RT @PLOSMedicine: In a meta-ethnography, Dr Narinder Bansal and colleagues report insights into ethnic inequalities in mental healthcare in…",0,0,0,"@PLOSMedicine: In meta-ethnography, Dr Narinder Bansal colleague report insight ethnic inequality mental healthcare in…"
1126,"RT @blackwell_dgf: @TheWritingCom #ComingSoon 

'Desolate' out on the 25th December 2022

#horror #suicide #mentalhealth #mystery #psycholo…",0,0,0,@blackwell_dgf: @TheWritingCom #ComingSoon 'Desolate' 25th December 2022 #horror #suicide #mystery #psycholo…
1127,"RT @orfonline: #Climatechange affects both physical &amp; #mentalhealth. In the second of a four-part series, Shahid Jameel analyses the impact…",0,0,0,"@orfonline: #Climatechange affect physical &amp; #mentalhealth. In second four-part series, Shahid Jameel analysis impact…"
1128,"Mums favourite meals #57 ...  #sausagerolls &amp; #chips with #applejuice 
 
Let's make a change 💜 #thelilacheart… https://t.co/voOY8B7pMF",0,0,0,Mums favourite meal #57 ... #sausagerolls &amp; #chips #applejuice Let's make change 💜 #thelilacheart… https://t.co/voOY8B7pMF
1129,RT @KernowDamo: What kind of person listens to an interview where someone's circumstances have gone so far beyond their control thst their…,0,0,0,@KernowDamo: What kind person listens interview someone's circumstance gone far beyond control thst their…
1130,RT @ONTSpecialNeeds: Recognizing the signs of stress in children. #mentalHealth https://t.co/5PkOlVnSq4,0,0,0,@ONTSpecialNeeds: Recognizing sign stress children. #mentalHealth https://t.co/5PkOlVnSq4
1131,RT @KernowDamo: What kind of person listens to an interview where someone's circumstances have gone so far beyond their control thst their…,0,0,0,@KernowDamo: What kind person listens interview someone's circumstance gone far beyond control thst their…
1132,RT @NASPTweets: New Evidence Information Notes we produced for @NaturalEngland show that there is large body of evidence highlighting the b…,0,0,0,@NASPTweets: New Evidence Information Notes produced @NaturalEngland show large body evidence highlighting b…
1133,New World Order #mentalhealth #westminster #salisbury #devizes #melksham #trowbridge #chippenham #highworth… https://t.co/emVnb0pH6b,0,0,0,New World Order #westminster #salisbury #devizes #melksham #trowbridge #chippenham #highworth… https://t.co/emVnb0pH6b
1134,"Cuando estéis desanimad@s, hart@s de todo, escuchad esta canción y veréis como os animáis un poquito… https://t.co/37255JR0ky",0,0,0,"Cuando estéis desanimad@s, hart@s de todo, escuchad esta canción veréis como o animáis un poquito… https://t.co/37255JR0ky"
1135,RT @KernowDamo: What kind of person listens to an interview where someone's circumstances have gone so far beyond their control thst their…,0,0,0,@KernowDamo: What kind person listens interview someone's circumstance gone far beyond control thst their…
1136,RT @ONTSpecialNeeds: The first symptoms of mental illness appear between the ages of 15 and 24. #mentalHealth,0,0,0,@ONTSpecialNeeds: The first symptom mental illness appear age 15 24. #mentalHealth
1137,"RT @OpenJournalBC: 🎙️New podcast episode available 🎙️ 

Ep258 with @AnLasair 

In this episode Hazel joins us to talk psychosis, podcasts a…",0,0,0,"@OpenJournalBC: 🎙️New podcast episode available 🎙️ Ep258 @AnLasair In episode Hazel join u talk psychosis, podcasts a…"
1138,#Shame #DC #Mentalhealth #wepaythem #godhelpus https://t.co/kIJqrqyYGE,0,0,0,#Shame #DC #Mentalhealth #wepaythem #godhelpus https://t.co/kIJqrqyYGE
1139,@GOVUK Help Young Children In Need @YoungMindsUK Is Also Saying The Same Young Children Need Help! It Is Outrageous… https://t.co/IaGkP6e2tS,0,0,0,@GOVUK Help Young Children In Need @YoungMindsUK Is Also Saying The Same Young Children Need Help! It Is Outrageous… https://t.co/IaGkP6e2tS
1140,"Daily reminder to keep things in perspective.

#mentalhealth #mentalhealthsupport #mentalwellbeing… https://t.co/bKnempKBDY",0,0,0,Daily reminder keep thing perspective. #mentalhealthsupport #mentalwellbeing… https://t.co/bKnempKBDY
1141,Feel better sooner. Check out our website for mental health resources. #mentalhealth #loveyourself https://t.co/YyLPaqk3EG,0,0,0,Feel better sooner. Check website mental health resources. #loveyourself https://t.co/YyLPaqk3EG
1142,"RT @KariJoys: #JOY is a spiritual practice! 

#JoyTrain #Joy #Love #IDWP #Kindness #kjoys00 #MentalHealth #Mindfulness #GoldenHearts #IQRTG…",0,0,0,@KariJoys: #JOY spiritual practice! #JoyTrain #Joy #Love #IDWP #Kindness #kjoys00 #MentalHealth #Mindfulness #GoldenHearts #IQRTG…
1143,RT @CllrGaryMalcolm: @CllrAndrewSteed moved a @LibDems amendment to remind Ealing  Council that more mental health services are needed by t…,0,0,0,@CllrGaryMalcolm: @CllrAndrewSteed moved @LibDems amendment remind Ealing Council mental health service needed t…
1144,RT @AccurateCreates: We are excited to work with the amazing team at @CAC_ACE as their marketing communications partner on the National Men…,0,0,0,@AccurateCreates: We excited work amazing team @CAC_ACE marketing communication partner National Men…
1145,RT @MindshiftHub_: Our world is full of different things that can prevent us from being productive if we do not consider effectual emotiona…,0,0,0,@MindshiftHub_: Our world full different thing prevent u productive consider effectual emotiona…
1146,"RT @PantryFoodCo: How prolific is cannabis in sports? Many athletes use it to help maintain mood, dial-in focus, pain &amp; recovery, and copin…",0,0,0,"@PantryFoodCo: How prolific cannabis sports? Many athlete use help maintain mood, dial-in focus, pain &amp; recovery, copin…"
1147,RT @MicrodoseHQ: $AWKN $AWKNF @awakn_ls announces that its Phase III clinical trial exploring the use of ketamine-assisted therapy for the…,0,1,0,@MicrodoseHQ: $AWKN $AWKNF @awakn_ls announces Phase III clinical trial exploring use ketamine-assisted therapy the…
1148,"RT @WakeAnBakeRadio: YKTV Saturday 1pm est 
           Wake N Bake  
                  Radio 
Ep.38 with @Clearing_Karma 

Join us for a cl…",0,0,0,@WakeAnBakeRadio: YKTV Saturday 1pm est Wake N Bake Radio Ep.38 @Clearing_Karma Join u cl…
1149,"RT @LEAD_Coalition: Please re-Tweet these #brain benefits of #exercise

(image: @BelievePHQ) #fitness #mentalhealth #wellness https://t.co/…",0,0,1,@LEAD_Coalition: Please re-Tweet #brain benefit #exercise (image: @BelievePHQ) #fitness #wellness https://t.co/…
1150,RT @newthinking_mag: A guide to proactively fighting loneliness at Christmas in the second half of Mark Chandley's article series. #Christm…,0,0,0,@newthinking_mag: A guide proactively fighting loneliness Christmas second half Mark Chandley's article series. #Christm…
1151,"#Climatechange affects both physical &amp; #mentalhealth. In the second of a four-part series, Shahid Jameel analyses t… https://t.co/gJWfqNvm1Y",0,0,0,"#Climatechange affect physical &amp; #mentalhealth. In second four-part series, Shahid Jameel analysis t… https://t.co/gJWfqNvm1Y"
1152,"RT @TUBEVRCLUB: QUEST 2 GIVEAWAY!👀

Enter now! ⬇️
https://t.co/TF7hoetkO7

To celebrate raising $24k for @YouAreRAD this year we are giving…",0,0,0,@TUBEVRCLUB: QUEST 2 GIVEAWAY!👀 Enter now! ⬇️ https://t.co/TF7hoetkO7 To celebrate raising $24k @YouAreRAD year giving…
1153,"Finally! I said it 😂

#MEMES #Mentalhealth #MentalHealthMatters #mebeingme #dankmemes #DANK #funny https://t.co/8PjlaG2Hvr",0,0,0,Finally! I said 😂 #MEMES #Mentalhealth #MentalHealthMatters #mebeingme #dankmemes #DANK #funny https://t.co/8PjlaG2Hvr
1154,"Go to https://t.co/f07CgBB9KO

Learn to support someone struggling with their mental health through this online cou… https://t.co/xZrUnDd5cf",0,0,0,Go https://t.co/f07CgBB9KO Learn support someone struggling mental health online cou… https://t.co/xZrUnDd5cf
1155,#selflove #life #improvement #mentalhealth #success #MotivationalQuotes #motivation,0,0,0,#selflove #life #improvement #success #MotivationalQuotes #motivation
1156,"RT @LEAD_Coalition: Please re-Tweet these #brain benefits of #exercise

(image: @BelievePHQ) #fitness #mentalhealth #wellness https://t.co/…",0,0,1,@LEAD_Coalition: Please re-Tweet #brain benefit #exercise (image: @BelievePHQ) #fitness #wellness https://t.co/…
1157,This is what I'm talkin' about!  A low stigma treatment approach that could appeal to a wide range of men. Leveragi… https://t.co/n1RbmzVnKZ,0,0,0,This I'm talkin' about! A low stigma treatment approach could appeal wide range men. Leveragi… https://t.co/n1RbmzVnKZ
1158,"“All of us struggle more than anyone knows.""

The #holidays aren’t a joyous + magical time for everyone. The season… https://t.co/toWhIlqkdi",0,0,0,"“All u struggle anyone knows."" The #holidays aren’t joyous + magical time everyone. The season… https://t.co/toWhIlqkdi"
1159,"RT @mentalhealth: This time of year can be difficult for many people. So, remember to treat yourself kindly this festive season. Try to spe…",0,0,0,"@mentalhealth: This time year difficult many people. So, remember treat kindly festive season. Try spe…"
1160,RT @Mersey_Care: Listen to Katy Wafer @LiverpoolLiveRD talk about the Integrated Care Team and how it provides a one stop shop to help peop…,0,0,0,@Mersey_Care: Listen Katy Wafer @LiverpoolLiveRD talk Integrated Care Team provides one stop shop help peop…
1161,@CllrAndrewSteed moved a @LibDems amendment to remind Ealing  Council that more mental health services are needed b… https://t.co/OpfExzxVWH,0,0,0,@CllrAndrewSteed moved @LibDems amendment remind Ealing Council mental health service needed b… https://t.co/OpfExzxVWH
1162,RT @MindshiftHub_: Our world is full of different things that can prevent us from being productive if we do not consider effectual emotiona…,0,0,0,@MindshiftHub_: Our world full different thing prevent u productive consider effectual emotiona…
1163,No better therapy than just pinging a ball around #football #mentalhealth https://t.co/Hesg43UCdy,0,1,0,No better therapy pinging ball around #football https://t.co/Hesg43UCdy
1164,RT @PHRCLeeds: Free #WTKMA information session on Mental Health and Stigma on Friday 16th December here at the Public Health Resource Centr…,0,0,0,@PHRCLeeds: Free #WTKMA information session Mental Health Stigma Friday 16th December Public Health Resource Centr…
1165,RT @KariJoys: 12 steps to #SelfCare: #JoyTrain #Joy #Love #Kindness #MentalHealth #Mindfulness #Blessed #IQRTG #Quote RT @Limina1988 https:…,0,0,0,@KariJoys: 12 step #SelfCare: #JoyTrain #Joy #Love #Kindness #MentalHealth #Mindfulness #Blessed #IQRTG #Quote @Limina1988 https:…
1166,RT @MindshiftHub_: Our world is full of different things that can prevent us from being productive if we do not consider effectual emotiona…,0,0,0,@MindshiftHub_: Our world full different thing prevent u productive consider effectual emotiona…
1167,RT @leila_QA: An example of how @LifeRooms_MC &amp; @LivEveryPlay partnered to deliver a creative offer for #mentalhealth @Amina_Ismail22 @Miri…,0,0,0,@leila_QA: An example @LifeRooms_MC &amp; @LivEveryPlay partnered deliver creative offer @Amina_Ismail22 @Miri…
